Sexo,País,Ocupados baja productividad,Años,id_fuente,ids_notas,iso3,valor
Ambos sexos,Bolivia (Estado Plurinacional de),D1. Trab. Indep. no calificados: Industria y construcción,2018,26,,BOL,10.6
Ambos sexos,Brasil,B. Microempresa: Total asalariados,2002,26,8608,BRA,10.6
Ambos sexos,Brasil,B. Microempresa: Total asalariados,2003,26,8608,BRA,10.6
Ambos sexos,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2008,26,8608,BRA,10.6
Ambos sexos,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2009,26,8608,BRA,10.6
Mujeres,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2012,26,8608,BRA,10.6
Hombres,Brasil,B. Microempresa: Total asalariados,2015,26,8608,BRA,10.6
Ambos sexos,Brasil,B. Microempresa: Total asalariados,2017,26,8609,BRA,10.6
Ambos sexos,Colombia,B. Microempresa: Total asalariados,2013,26,8611,COL,10.6
Hombres,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2007,26,8612,CRI,10.6
Mujeres,Costa Rica,B. Microempresa: Total asalariados,2010,26,8613,CRI,10.6
Mujeres,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2011,26,8613,CRI,10.6
Ambos sexos,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2014,26,8613,CRI,10.6
Hombres,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2015,26,8613,CRI,10.6
Mujeres,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2016,26,8613,CRI,10.6
Mujeres,Ecuador,C. Empleo doméstico,2001,26,,ECU,10.6
Mujeres,El Salvador,B2. Asalariados: No profesionales ni técnicos,2017,26,,SLV,10.6
Mujeres,El Salvador,B2. Asalariados: No profesionales ni técnicos,2018,26,,SLV,10.6
Ambos sexos,Honduras,B. Microempresa: Total asalariados,2005,26,355,HND,10.6
Ambos sexos,Honduras,D1. Trab. Indep. no calificados: Industria y construcción,2012,26,355,HND,10.6
Hombres,México,D2. Trab. Indep. no calificados: Comercio y servicios,2004,26,,MEX,10.6
Mujeres,Panamá,D2. Trab. Indep. no calificados: Comercio y servicios,2011,26,10359,PAN,10.6
Mujeres,Perú,C. Empleo doméstico,2001,26,8647,PER,10.6
Mujeres,Perú,C. Empleo doméstico,2002,26,8647,PER,10.6
Ambos sexos,Perú,B2. Asalariados: No profesionales ni técnicos,2009,26,8649,PER,10.6
Ambos sexos,Perú,B2. Asalariados: No profesionales ni técnicos,2010,26,8649,PER,10.6
Ambos sexos,Perú,B2. Asalariados: No profesionales ni técnicos,2012,26,8649,PER,10.6
Mujeres,Perú,B. Microempresa: Total asalariados,2013,26,8649,PER,10.6
Mujeres,Perú,B. Microempresa: Total asalariados,2014,26,8649,PER,10.6
Hombres,Uruguay,D2. Trab. Indep. no calificados: Comercio y servicios,2003,26,,URY,10.6
Mujeres,Uruguay,B2. Asalariados: No profesionales ni técnicos,2008,26,,URY,10.6
Mujeres,Uruguay,D2. Trab. Indep. no calificados: Comercio y servicios,2008,26,,URY,10.6
Hombres,Uruguay,B. Microempresa: Total asalariados,2012,26,,URY,10.6
Ambos sexos,Venezuela (República Bolivariana de),B. Microempresa: Total asalariados,2009,26,,VEN,10.6
Mujeres,América Latina (promedio ponderado),B. Microempresa: Total asalariados,2009,26,"8620,7764",,10.5
Mujeres,Argentina,B2. Asalariados: No profesionales ni técnicos,2006,26,337,ARG,10.5
Mujeres,Argentina,B2. Asalariados: No profesionales ni técnicos,2009,26,337,ARG,10.5
Mujeres,Argentina,B. Microempresa: Total asalariados,2011,26,337,ARG,10.5
Hombres,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2013,26,337,ARG,10.5
Hombres,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2014,26,337,ARG,10.5
Ambos sexos,Bolivia (Estado Plurinacional de),B. Microempresa: Total asalariados,2000,26,,BOL,10.5
Mujeres,Bolivia (Estado Plurinacional de),B2. Asalariados: No profesionales ni técnicos,2016,26,,BOL,10.5
Ambos sexos,Bolivia (Estado Plurinacional de),D1. Trab. Indep. no calificados: Industria y construcción,2017,26,,BOL,10.5
Hombres,Brasil,B2. Asalariados: No profesionales ni técnicos,2004,26,8608,BRA,10.5
Hombres,Brasil,B2. Asalariados: No profesionales ni técnicos,2011,26,8608,BRA,10.5
Hombres,Brasil,B. Microempresa: Total asalariados,2014,26,8608,BRA,10.5
Hombres,Colombia,B2. Asalariados: No profesionales ni técnicos,2014,26,8611,COL,10.5
Ambos sexos,Colombia,B. Microempresa: Total asalariados,2017,26,8611,COL,10.5
Hombres,Colombia,B2. Asalariados: No profesionales ni técnicos,2017,26,8611,COL,10.5
Hombres,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2004,26,8612,CRI,10.5
Mujeres,Costa Rica,B. Microempresa: Total asalariados,2006,26,8612,CRI,10.5
Ambos sexos,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2009,26,8612,CRI,10.5
Mujeres,Costa Rica,B. Microempresa: Total asalariados,2013,26,8613,CRI,10.5
Mujeres,Ecuador,B. Microempresa: Total asalariados,2006,26,,ECU,10.5
Mujeres,Ecuador,B2. Asalariados: No profesionales ni técnicos,2015,26,,ECU,10.5
Mujeres,El Salvador,B. Microempresa: Total asalariados,2012,26,,SLV,10.5
Ambos sexos,Honduras,B2. Asalariados: No profesionales ni técnicos,2004,26,355,HND,10.5
Mujeres,Panamá,C. Empleo doméstico,2011,26,10359,PAN,10.5
Hombres,Uruguay,D1. Trab. Indep. no calificados: Industria y construcción,2002,26,,URY,10.5
Mujeres,Uruguay,B2. Asalariados: No profesionales ni técnicos,2007,26,,URY,10.5
Mujeres,Uruguay,D2. Trab. Indep. no calificados: Comercio y servicios,2007,26,,URY,10.5
Mujeres,Uruguay,D2. Trab. Indep. no calificados: Comercio y servicios,2009,26,,URY,10.5
Ambos sexos,Uruguay,B. Microempresa: Total asalariados,2011,26,,URY,10.5
Ambos sexos,Uruguay,B. Microempresa: Total asalariados,2012,26,,URY,10.5
Hombres,Uruguay,B. Microempresa: Total asalariados,2014,26,,URY,10.5
Hombres,Uruguay,B. Microempresa: Total asalariados,2017,26,,URY,10.5
Hombres,Uruguay,D2. Trab. Indep. no calificados: Comercio y servicios,2018,26,,URY,10.5
Hombres,Uruguay,D2. Trab. Indep. no calificados: Comercio y servicios,2019,26,,URY,10.5
Mujeres,América Latina (promedio simple),B. Microempresa: Total asalariados,2016,26,"8620,7764",,10.4
Mujeres,América Latina (promedio simple),B. Microempresa: Total asalariados,2017,26,"8620,7764",,10.4
Mujeres,América Latina (promedio simple),B. Microempresa: Total asalariados,2018,26,"8620,7764",,10.4
Hombres,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2007,26,337,ARG,10.4
Hombres,Brasil,B. Microempresa: Total asalariados,2012,26,8608,BRA,10.4
Ambos sexos,Brasil,B. Microempresa: Total asalariados,2013,26,8608,BRA,10.4
Mujeres,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2013,26,8608,BRA,10.4
Hombres,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2015,26,8608,BRA,10.4
Mujeres,Chile,D2. Trab. Indep. no calificados: Comercio y servicios,2006,26,,CHL,10.4
Ambos sexos,Colombia,B. Microempresa: Total asalariados,2014,26,8611,COL,10.4
Ambos sexos,Colombia,B. Microempresa: Total asalariados,2018,26,8611,COL,10.4
Hombres,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2004,26,8612,CRI,10.4
Ambos sexos,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2007,26,8612,CRI,10.4
Hombres,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2008,26,8612,CRI,10.4
Hombres,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2009,26,8612,CRI,10.4
Hombres,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2016,26,8613,CRI,10.4
Mujeres,Costa Rica,B. Microempresa: Total asalariados,2018,26,8613,CRI,10.4
Mujeres,Costa Rica,B. Microempresa: Total asalariados,2019,26,8613,CRI,10.4
Mujeres,Ecuador,B2. Asalariados: No profesionales ni técnicos,2017,26,,ECU,10.4
Mujeres,México,B. Microempresa: Total asalariados,2000,26,,MEX,10.4
Mujeres,Paraguay,B. Microempresa: Total asalariados,2012,26,337,PRY,10.4
Mujeres,Perú,C. Empleo doméstico,2003,26,8648,PER,10.4
Mujeres,Uruguay,B2. Asalariados: No profesionales ni técnicos,2000,26,,URY,10.4
Ambos sexos,Uruguay,B. Microempresa: Total asalariados,2015,26,,URY,10.4
Hombres,Uruguay,B. Microempresa: Total asalariados,2015,26,,URY,10.4
Mujeres,Uruguay,B. Microempresa: Total asalariados,2015,26,,URY,10.4
Ambos sexos,Venezuela (República Bolivariana de),B. Microempresa: Total asalariados,2011,26,,VEN,10.4
Ambos sexos,Venezuela (República Bolivariana de),B. Microempresa: Total asalariados,2012,26,,VEN,10.4
Ambos sexos,Venezuela (República Bolivariana de),B. Microempresa: Total asalariados,2013,26,,VEN,10.4
Mujeres,América Latina (promedio ponderado),B. Microempresa: Total asalariados,2002,26,"8620,7766",,10.3
Mujeres,América Latina (promedio ponderado),B. Microempresa: Total asalariados,2004,26,"8620,7766",,10.3
Mujeres,América Latina (promedio ponderado),B. Microempresa: Total asalariados,2005,26,"8620,7766",,10.3
Mujeres,América Latina (promedio ponderado),B. Microempresa: Total asalariados,2006,26,"8620,7766",,10.3
Mujeres,América Latina (promedio ponderado),B. Microempresa: Total asalariados,2007,26,"8620,7766",,10.3
Mujeres,América Latina (promedio simple),C. Empleo doméstico,2012,26,"8620,7764",,10.3
Mujeres,América Latina (promedio simple),B. Microempresa: Total asalariados,2015,26,"8620,7764",,10.3
Mujeres,América Latina (promedio simple),B. Microempresa: Total asalariados,2019,26,"8620,7764",,10.3
Mujeres,Argentina,B2. Asalariados: No profesionales ni técnicos,2002,26,923,ARG,10.3
Mujeres,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2008,26,337,ARG,10.3
Hombres,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2012,26,337,ARG,10.3
Mujeres,Argentina,B. Microempresa: Total asalariados,2016,26,337,ARG,10.3
Ambos sexos,Brasil,B. Microempresa: Total asalariados,2004,26,8608,BRA,10.3
Hombres,Brasil,B2. Asalariados: No profesionales ni técnicos,2005,26,8608,BRA,10.3
Hombres,Brasil,B2. Asalariados: No profesionales ni técnicos,2006,26,8608,BRA,10.3
Ambos sexos,Brasil,B. Microempresa: Total asalariados,2009,26,8608,BRA,10.3
Hombres,Brasil,B2. Asalariados: No profesionales ni técnicos,2009,26,8608,BRA,10.3
Ambos sexos,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2011,26,8608,BRA,10.3
Hombres,Brasil,B2. Asalariados: No profesionales ni técnicos,2018,26,8609,BRA,10.3
Hombres,Brasil,B2. Asalariados: No profesionales ni técnicos,2019,26,8609,BRA,10.3
Ambos sexos,Chile,D2. Trab. Indep. no calificados: Comercio y servicios,2006,26,,CHL,10.3
Mujeres,Colombia,B. Microempresa: Total asalariados,2008,26,8611,COL,10.3
Ambos sexos,Colombia,B2. Asalariados: No profesionales ni técnicos,2010,26,8611,COL,10.3
Ambos sexos,Colombia,B2. Asalariados: No profesionales ni técnicos,2012,26,8611,COL,10.3
Hombres,Colombia,B2. Asalariados: No profesionales ni técnicos,2018,26,8611,COL,10.3
Ambos sexos,Colombia,B2. Asalariados: No profesionales ni técnicos,2019,26,8611,COL,10.3
Mujeres,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2007,26,8612,CRI,10.3
Ambos sexos,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2010,26,8613,CRI,10.3
Hombres,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2012,26,8613,CRI,10.3
Mujeres,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2018,26,8613,CRI,10.3
Mujeres,Ecuador,B2. Asalariados: No profesionales ni técnicos,2016,26,,ECU,10.3
Hombres,Guatemala,D2. Trab. Indep. no calificados: Comercio y servicios,2006,26,,GTM,10.3
Hombres,México,D. Trabajadores independientes no calificados: Total,2012,26,,MEX,10.3
Hombres,Panamá,B. Microempresa: Total asalariados,2002,26,10359,PAN,10.3
Mujeres,Panamá,C. Empleo doméstico,2013,26,10359,PAN,10.3
Mujeres,Perú,C. Empleo doméstico,2005,26,8649,PER,10.3
Ambos sexos,República Dominicana,B. Microempresa: Total asalariados,2016,26,8618,DOM,10.3
Ambos sexos,República Dominicana,B. Microempresa: Total asalariados,2019,26,8619,DOM,10.3
Mujeres,Uruguay,B2. Asalariados: No profesionales ni técnicos,2009,26,,URY,10.3
Mujeres,Uruguay,B. Microempresa: Total asalariados,2012,26,,URY,10.3
Hombres,Uruguay,B. Microempresa: Total asalariados,2019,26,,URY,10.3
Ambos sexos,Venezuela (República Bolivariana de),B. Microempresa: Total asalariados,2010,26,,VEN,10.3
Mujeres,América Latina (promedio ponderado),B. Microempresa: Total asalariados,2003,26,"8620,7766",,10.2
Mujeres,América Latina (promedio simple),B. Microempresa: Total asalariados,2002,26,"8620,7766",,10.2
Mujeres,América Latina (promedio simple),B. Microempresa: Total asalariados,2006,26,"8620,7766",,10.2
Mujeres,América Latina (promedio simple),B. Microempresa: Total asalariados,2014,26,"8620,7764",,10.2
Mujeres,Argentina,B2. Asalariados: No profesionales ni técnicos,2001,26,923,ARG,10.2
Ambos sexos,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2012,26,337,ARG,10.2
Mujeres,Argentina,B. Microempresa: Total asalariados,2018,26,337,ARG,10.2
Ambos sexos,Bolivia (Estado Plurinacional de),D1. Trab. Indep. no calificados: Industria y construcción,2015,26,,BOL,10.2
Ambos sexos,Brasil,B2. Asalariados: No profesionales ni técnicos,2001,26,8608,BRA,10.2
Ambos sexos,Brasil,B. Microempresa: Total asalariados,2005,26,8608,BRA,10.2
Ambos sexos,Brasil,B. Microempresa: Total asalariados,2007,26,8608,BRA,10.2
Ambos sexos,Brasil,B. Microempresa: Total asalariados,2016,26,8609,BRA,10.2
Hombres,Brasil,B2. Asalariados: No profesionales ni técnicos,2016,26,8609,BRA,10.2
Mujeres,Chile,D2. Trab. Indep. no calificados: Comercio y servicios,2000,26,,CHL,10.2
Hombres,Chile,D2. Trab. Indep. no calificados: Comercio y servicios,2006,26,,CHL,10.2
Ambos sexos,Colombia,B2. Asalariados: No profesionales ni técnicos,2011,26,8611,COL,10.2
Mujeres,Colombia,B. Microempresa: Total asalariados,2019,26,8611,COL,10.2
Mujeres,Costa Rica,B. Microempresa: Total asalariados,2001,26,8612,CRI,10.2
Ambos sexos,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2010,26,8613,CRI,10.2
Ambos sexos,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2012,26,8613,CRI,10.2
Hombres,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2014,26,8613,CRI,10.2
Mujeres,Ecuador,B. Microempresa: Total asalariados,2019,26,,ECU,10.2
Mujeres,El Salvador,B. Microempresa: Total asalariados,2007,26,,SLV,10.2
Mujeres,El Salvador,B. Microempresa: Total asalariados,2013,26,,SLV,10.2
Ambos sexos,Honduras,D1. Trab. Indep. no calificados: Industria y construcción,2005,26,355,HND,10.2
Mujeres,Honduras,D1. Trab. Indep. no calificados: Industria y construcción,2018,26,8615,HND,10.2
Hombres,México,D2. Trab. Indep. no calificados: Comercio y servicios,2000,26,,MEX,10.2
Mujeres,Panamá,C. Empleo doméstico,2014,26,10360,PAN,10.2
Ambos sexos,Paraguay,C. Empleo doméstico,2001,26,9572,PRY,10.2
Mujeres,Paraguay,B2. Asalariados: No profesionales ni técnicos,2009,26,337,PRY,10.2
Mujeres,Perú,B. Microempresa: Total asalariados,2011,26,8649,PER,10.2
Hombres,República Dominicana,D1. Trab. Indep. no calificados: Industria y construcción,2002,26,8618,DOM,10.2
Mujeres,República Dominicana,C. Empleo doméstico,2003,26,8618,DOM,10.2
Hombres,Uruguay,D1. Trab. Indep. no calificados: Industria y construcción,2001,26,,URY,10.2
Mujeres,Uruguay,B2. Asalariados: No profesionales ni técnicos,2001,26,,URY,10.2
Hombres,Uruguay,D2. Trab. Indep. no calificados: Comercio y servicios,2002,26,,URY,10.2
Mujeres,Uruguay,B. Microempresa: Total asalariados,2011,26,,URY,10.2
Hombres,Uruguay,B. Microempresa: Total asalariados,2013,26,,URY,10.2
Ambos sexos,Uruguay,B. Microempresa: Total asalariados,2014,26,,URY,10.2
Hombres,Uruguay,B. Microempresa: Total asalariados,2016,26,,URY,10.2
Hombres,Uruguay,D2. Trab. Indep. no calificados: Comercio y servicios,2016,26,,URY,10.2
Ambos sexos,Uruguay,B. Microempresa: Total asalariados,2017,26,,URY,10.2
Hombres,Uruguay,D2. Trab. Indep. no calificados: Comercio y servicios,2017,26,,URY,10.2
Ambos sexos,Uruguay,B. Microempresa: Total asalariados,2019,26,,URY,10.2
Mujeres,Uruguay,B. Microempresa: Total asalariados,2019,26,,URY,10.2
Mujeres,América Latina (promedio simple),B. Microempresa: Total asalariados,2004,26,"8620,7766",,10.1
Mujeres,Argentina,B. Microempresa: Total asalariados,2005,26,337,ARG,10.1
Ambos sexos,Argentina,D2. Trab. Indep. no calificados: Comercio y servicios,2007,26,337,ARG,10.1
Mujeres,Argentina,B2. Asalariados: No profesionales ni técnicos,2008,26,337,ARG,10.1
Ambos sexos,Brasil,B. Microempresa: Total asalariados,2008,26,8608,BRA,10.1
Hombres,Brasil,B2. Asalariados: No profesionales ni técnicos,2008,26,8608,BRA,10.1
Hombres,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2008,26,8608,BRA,10.1
Hombres,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2009,26,8608,BRA,10.1
Hombres,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2011,26,8608,BRA,10.1
Ambos sexos,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2012,26,8608,BRA,10.1
Ambos sexos,Brasil,D2. Trab. Indep. no calificados: Comercio y servicios,2014,26,8608,BRA,10.1
Ambos sexos,Brasil,B. Microempresa: Total asalariados,2018,26,8609,BRA,10.1
Ambos sexos,Brasil,B. Microempresa: Total asalariados,2019,26,8609,BRA,10.1
Ambos sexos,Colombia,B2. Asalariados: No profesionales ni técnicos,2013,26,8611,COL,10.1
Ambos sexos,Colombia,B2. Asalariados: No profesionales ni técnicos,2015,26,8611,COL,10.1
Ambos sexos,Colombia,B2. Asalariados: No profesionales ni técnicos,2016,26,8611,COL,10.1
Mujeres,Costa Rica,B. Microempresa: Total asalariados,2004,26,8612,CRI,10.1
Ambos sexos,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2006,26,8612,CRI,10.1
Mujeres,Costa Rica,C. Empleo doméstico,2008,26,8612,CRI,10.1
Ambos sexos,Costa Rica,B2. Asalariados: No profesionales ni técnicos,2011,26,8613,CRI,10.1
Mujeres,Costa Rica,B. Microempresa: Total asalariados,2011,26,8613,CRI,10.1
Hombres,Costa Rica,D2. Trab. Indep. no calificados: Comercio y servicios,2013,26,8613,CRI,10.1
Mujeres,Ecuador,B. Microempresa: Total asalariados,2003,26,,ECU,10.1
Mujeres,El Salvador,B. Microempresa: Total asalariados,2015,26,,SLV,10.1
Mujeres,El Salvador,B2. Asalariados: No profesionales ni técnicos,2016,26,,SLV,10.1
Mujeres,El Salvador,B2. Asalariados: No profesionales ni técnicos,2019,26,,SLV,10.1
Mujeres,Honduras,D1. Trab. Indep. no calificados: Industria y construcción,2014,26,8615,HND,10.1
Hombres,México,D. Trabajadores independientes no calificados: Total,2014,26,,MEX,10.1
Mujeres,Paraguay,B. Microempresa: Total asalariados,2007,26,337,PRY,10.1
Mujeres,Paraguay,B. Microempresa: Total asalariados,2016,26,337,PRY,10.1
Hombres,República Dominicana,D1. Trab. Indep. no calificados: Industria y construcción,2000,26,8618,DOM,10.1
Hombres,República Dominicana,D1. Trab. Indep. no calificados: Industria y construcción,2001,26,8618,DOM,10.1
Mujeres,Uruguay,B2. Asalariados: No profesionales ni técnicos,2004,26,,URY,10.1
Hombres,Uruguay,B2. Asalariados: No profesionales ni técnicos,2011,26,,URY,10.1
Hombres,Uruguay,B2. Asalariados: No profesionales ni técnicos,2012,26,,URY,10.1
Ambos sexos,Uruguay,B. Microempresa: Total asalariados,2013,26,,URY,10.1
Ambos sexos,Uruguay,B. Microempresa: Total asalariados,2016,26,,URY,10.1
Hombres,Uruguay,B. Microempresa: Total asalariados,2018,26,,URY,10.1
Ambos sexos,Venezuela (República Bolivariana de),B2. Asalariados: No profesionales ni técnicos,2008,26,,VEN,10.1
Mujeres,América Latina (promedio ponderado),B2. Asalariados: No profesionales ni técnicos,2013,26,"8620,7764",,10
Mujeres,América Latina (promedio simple),B. Microempresa: Total asalariados,2003,26,"8620,7766",,10
Mujeres,América Latina (promedio simple),C. Empleo doméstico,2013,26,"8620,7764",,10
Mujeres,América Latina (promedio simple),C. Empleo doméstico,2014,26,"8620,7764",,10
